Pred_0,Pred_1,Pred_2,Pred_3,Pred_4,Pred_5,Pred_6,Pred_7,Pred_8,Pred_9,Pred_10,Pred_11,Pred_12,Pred_13,Pred_14,Pred_15,Pred_16,Pred_17,Pred_18,Pred_19,Pred_20,Pred_21,Pred_22,Pred_23,Pred_24,Pred_25,Pred_26,Pred_27,Pred_28,Pred_29,Pred_30,Pred_31,Pred_32,Pred_33,Pred_34,Pred_35,Pred_36,Pred_37,Pred_38,Pred_39,Pred_40,Pred_41,Pred_42,Pred_43,Pred_44,Pred_45,Pred_46,Pred_47,Pred_48,Pred_49,Pred_50,Pred_51,Pred_52,Pred_53,Actual_0,Actual_1,Actual_2,Actual_3,Actual_4,Actual_5,Actual_6,Actual_7,Actual_8,Actual_9,Actual_10,Actual_11,Actual_12,Actual_13,Actual_14,Actual_15,Actual_16,Actual_17,Actual_18,Actual_19,Actual_20,Actual_21,Actual_22,Actual_23,Actual_24,Actual_25,Actual_26,Actual_27,Actual_28,Actual_29,Actual_30,Actual_31,Actual_32,Actual_33,Actual_34,Actual_35,Actual_36,Actual_37,Actual_38,Actual_39,Actual_40,Actual_41,Actual_42,Actual_43,Actual_44,Actual_45,Actual_46,Actual_47,Actual_48,Actual_49,Actual_50,Actual_51,Actual_52,Actual_53,Adjust_0,Adjust_1,Adjust_2,Adjust_3,Adjust_4,Adjust_5,Adjust_6,Adjust_7,Adjust_8,Adjust_9,Adjust_10,Adjust_11,Adjust_12,Adjust_13,Adjust_14,Adjust_15,Adjust_16,Adjust_17,Adjust_18,Adjust_19,Adjust_20,Adjust_21,Adjust_22,Adjust_23,Adjust_24,Adjust_25,Adjust_26,Adjust_27,Adjust_28,Adjust_29,Adjust_30,Adjust_31,Adjust_32,Adjust_33,Adjust_34,Adjust_35,Adjust_36,Adjust_37,Adjust_38,Adjust_39,Adjust_40,Adjust_41,Adjust_42,Adjust_43,Adjust_44,Adjust_45,Adjust_46,Adjust_47,Adjust_48,Adjust_49,Adjust_50,Adjust_51,Adjust_52,Adjust_53,Pred_Sum,Actual_Sum,Adjust_Sum,Pred_Cost_Sum,Actual_Cost_Sum,Adjust_Cost_Sum
0,0,0,0,406.73,76.83,0,0,0,0,198.85,283.81,0,0,0,0,0,0,0,20,184.38,43.38,0,0,140.1,144.62,0,353.4,354.31,466.75,0,0,0,0,0,0,431.13,0,0,548.63,0,0,0,0,227.77,36.15,0,0,0,0,32.54,0,0,0,0,0,0,0,406.59,76.8,0,0,0,0,198.77,283.71,0,0,0,0,0,0,0,20,184.32,43.37,0,0,140.05,144.56,0,353.28,354.18,466.58,0,0,0,0,0,0,430.98,0,0,548.44,0,0,0,0,227.69,36.14,0,0,0,0,32.53,0,0,0,0,0,0,0,406.73,76.83,0,0,0,0,198.85,283.81,0,0,0,0,0,0,0,20,184.38,43.38,0,0,140.1,144.62,0,353.4,354.31,466.75,0,0,0,0,0,0,431.13,0,0,548.63,0,0,0,0,227.77,36.15,0,0,0,0,31.130371,0,0,0,3949.38,3947.97,3947.97,96850.58,96809.69,96809.96
0,0,0,0,407.72,77.01,0,0,0,0,199.33,284.5,0,0,0,0,0,0,0,20,184.83,43.49,0,0,140.44,144.97,0,354.27,355.17,467.89,0,0,0,0,0,0,432.19,0,0,549.97,0,0,0,0,228.33,36.24,0,0,0,0,32.62,0,0,0,0,0,0,0,407.66,77,0,0,0,0,199.3,284.46,0,0,0,0,0,0,0,20,184.81,43.48,0,0,140.42,144.95,0,354.21,355.12,467.81,0,0,0,0,0,0,432.12,0,0,549.89,0,0,0,0,228.29,36.24,0,0,0,0,32.61,0,0,0,0,0,0,0,407.72,77.01,0,0,0,0,199.33,284.5,0,0,0,0,0,0,0,20,184.83,43.49,0,0,140.44,144.97,0,353.6443,355.17,467.89,0,0,0,0,0,0,432.19,0,0,549.97,0,0,0,0,228.33,36.24,0,0,0,0,32.62,0,0,0,3958.98,3958.35,3958.35,97129.42,97111.2,97111.2
0,0,0,0,406.73,76.83,0,0,0,0,198.85,283.81,0,0,0,0,0,0,0,20,184.38,43.38,0,0,140.1,144.62,0,353.4,354.31,466.75,0,0,0,0,0,0,431.13,0,0,548.63,0,0,0,0,227.77,36.15,0,0,0,0,32.54,0,0,0,0,0,0,0,406.78,76.84,0,0,0,0,198.87,283.84,0,0,0,0,0,0,0,20,184.41,43.39,0,0,140.11,144.63,0,353.45,354.35,466.8,0,0,0,0,0,0,431.19,0,0,548.7,0,0,0,0,227.8,36.16,0,0,0,0,32.54,0,0,0,0,0,0,0,406.73,76.83,0,0,0,0,198.85,283.81,0,0,0,0,0,0,0,20,184.865471,43.38,0,0,140.1,144.62,0,353.4,354.31,466.75,0,0,0,0,0,0,431.13,0,0,548.63,0,0,0,0,227.77,36.15,0,0,0,0,32.54,0,0,0,3949.38,3949.86,3949.86,96850.58,96864.57,96864.58
0,0,0,0,406.06,76.7,0,0,0,0,198.52,283.34,0,0,0,0,0,0,0,20,184.08,43.31,0,0,139.87,144.38,0,352.82,353.72,465.98,0,0,0,0,0,0,430.42,0,0,547.73,0,0,0,0,227.39,36.09,0,0,0,0,32.48,0,0,0,0,0,0,0,406.1,76.71,0,0,0,0,198.54,283.37,0,0,0,0,0,0,0,20,184.1,43.32,0,0,139.88,144.39,0,352.86,353.76,466.03,0,0,0,0,0,0,430.47,0,0,547.79,0,0,0,0,227.42,36.1,0,0,0,0,32.49,0,0,0,0,0,0,0,406.06,76.7,0,0,0,0,198.52,283.34,0,0,0,0,0,0,0,20,184.08,43.31,0,0,139.87,144.38,0,352.82,353.72,465.98,0,0,0,0,0,0,430.42,0,0,547.73,0,0,0,0,227.39,36.514282,0,0,0,0,32.48,0,0,0,3942.9,3943.32,3943.32,96662.51,96674.7,96674.72
0,0,0,0,405.27,76.55,0,0,0,0,198.13,282.79,0,0,0,0,0,0,0,20,183.72,43.23,0,0,139.59,144.1,0,352.14,353.04,465.08,0,0,0,0,0,0,429.59,0,0,546.67,0,0,0,0,226.95,36.02,0,0,0,0,32.42,0,0,0,0,0,0,0,405.28,76.55,0,0,0,0,198.14,282.79,0,0,0,0,0,0,0,20,183.73,43.23,0,0,139.6,144.1,0,352.14,353.04,465.08,0,0,0,0,0,0,429.59,0,0,546.67,0,0,0,0,226.96,36.02,0,0,0,0,32.42,0,0,0,0,0,0,0,405.27,76.55,0,0,0,0,198.13,282.79,0,0,0,0,0,0,0,20,183.72,43.23,0,0,139.59,144.1,0,352.14,353.04,465.08,0,0,0,0,0,0,429.621109,0,0,546.67,0,0,0,0,226.95,36.02,0,0,0,0,32.42,0,0,0,3935.31,3935.34,3935.34,96442.21,96443.16,96443.16
0,0,0,0,404.96,76.49,0,0,0,0,197.98,282.57,0,0,0,0,0,0,0,20,183.58,43.2,0,0,139.49,143.99,0,351.87,352.77,464.72,0,0,0,0,0,0,429.26,0,0,546.25,0,0,0,0,226.78,36,0,0,0,0,32.4,0,0,0,0,0,0,0,404.84,76.47,0,0,0,0,197.92,282.49,0,0,0,0,0,0,0,20,183.53,43.18,0,0,139.44,143.94,0,351.76,352.66,464.58,0,0,0,0,0,0,429.13,0,0,546.08,0,0,0,0,226.71,35.99,0,0,0,0,32.39,0,0,0,0,0,0,0,404.96,76.49,0,0,0,0,197.98,282.57,0,0,0,0,0,0,0,20,183.58,43.2,0,0,138.290021,143.99,0,351.86963,352.77,464.72,0,0,0,0,0,0,429.26,0,0,546.25,0,0,0,0,226.78,36,0,0,0,0,32.4,0,0,0,3932.3,3931.1,3931.1,96354.93,96320.19,96320.24
0,0,0,0,403.05,76.13,0,0,0,0,197.05,281.24,0,0,0,0,0,0,0,20,182.72,42.99,0,0,138.83,143.31,0,350.21,351.1,462.53,0,0,0,0,0,0,427.24,0,0,543.67,0,0,0,0,225.71,35.83,0,0,0,0,32.24,0,0,0,0,0,0,0,403.36,76.19,0,0,0,0,197.2,281.46,0,0,0,0,0,0,0,20,182.86,43.03,0,0,138.94,143.42,0,350.48,351.37,462.88,0,0,0,0,0,0,427.56,0,0,544.09,0,0,0,0,225.88,35.85,0,0,0,0,32.27,0,0,0,0,0,0,0,406.054416,76.13,0,0,0,0,197.05,281.24,0,0,0,0,0,0,0,20,182.72,42.99,0,0,138.83,143.31,0,350.21,351.1,462.53,0,0,0,0,0,0,427.24,0,0,543.67,0,0,0,0,225.71,35.83,0,0,0,0,32.24,0,0,0,3913.85,3916.85,3916.85,95820.26,95907.23,95907.32
0,0,0,0,402.67,76.06,0,0,0,0,196.86,280.98,0,0,0,0,0,0,0,20,182.55,42.95,0,0,138.7,143.17,0,349.88,350.77,462.1,0,0,0,0,0,0,426.83,0,0,543.16,0,0,0,0,225.5,35.79,0,0,0,0,32.21,0,0,0,0,0,0,0,402.67,76.06,0,0,0,0,196.86,280.97,0,0,0,0,0,0,0,20,182.54,42.95,0,0,138.7,143.17,0,349.87,350.77,462.08,0,0,0,0,0,0,426.83,0,0,543.15,0,0,0,0,225.49,35.79,0,0,0,0,32.21,0,0,0,0,0,0,0,402.67,76.06,0,0,0,0,196.86,280.98,0,0,0,0,0,0,0,20,182.55,42.95,0,0,138.7,143.17,0,349.88,350.77,462.1,0,0,0,0,0,0,426.83,0,0,543.16,0,0,0,0,225.5,35.736142,0,0,0,0,32.21,0,0,0,3910.18,3910.12,3910.12,95714.03,95712.35,95712.35
0,0,0,0,403.05,76.13,0,0,0,0,197.05,281.24,0,0,0,0,0,0,0,20,182.72,42.99,0,0,138.83,143.31,0,350.21,351.1,462.53,0,0,0,0,0,0,427.24,0,0,543.67,0,0,0,0,225.71,35.83,0,0,0,0,32.24,0,0,0,0,0,0,0,402.82,76.09,0,0,0,0,196.93,281.08,0,0,0,0,0,0,0,20,182.61,42.97,0,0,138.75,143.22,0,350,350.9,462.25,0,0,0,0,0,0,426.98,0,0,543.35,0,0,0,0,225.58,35.81,0,0,0,0,32.23,0,0,0,0,0,0,0,403.05,76.13,0,0,0,0,197.05,278.955644,0,0,0,0,0,0,0,20,182.72,42.99,0,0,138.83,143.31,0,350.21,351.1,462.53,0,0,0,0,0,0,427.24,0,0,543.67,0,0,0,0,225.71,35.83,0,0,0,0,32.24,0,0,0,3913.85,3911.56,3911.56,95820.26,95754.04,95754.12
0,0,0,0,401.53,75.85,0,0,0,0,196.31,280.18,0,0,0,0,0,0,0,20,182.03,42.83,0,0,138.31,142.77,0,348.89,349.78,460.78,0,0,0,0,0,0,425.63,0,0,541.62,0,0,0,0,224.86,35.69,0,0,0,0,32.12,0,0,0,0,0,0,0,401.36,75.81,0,0,0,0,196.22,280.06,0,0,0,0,0,0,0,20,181.95,42.81,0,0,138.25,142.7,0,348.74,349.63,460.58,0,0,0,0,0,0,425.44,0,0,541.39,0,0,0,0,224.76,35.68,0,0,0,0,32.11,0,0,0,0,0,0,0,401.53,74.135987,0,0,0,0,196.31,280.18,0,0,0,0,0,0,0,20,182.03,42.83,0,0,138.31,142.77,0,348.89,349.78,460.78,0,0,0,0,0,0,425.63,0,0,541.62,0,0,0,0,224.86,35.69,0,0,0,0,32.12,0,0,0,3899.18,3897.47,3897.47,95395.79,95346.34,95346.51
0,0,0,0,399.17,75.4,0,0,0,0,195.15,278.53,0,0,0,0,0,0,0,20,180.95,42.58,0,0,137.49,141.93,0,346.83,347.71,458.06,0,0,0,0,0,0,423.12,0,0,538.43,0,0,0,0,223.53,35.48,0,0,0,0,31.93,0,0,0,0,0,0,0,399.44,75.45,0,0,0,0,195.28,278.72,0,0,0,0,0,0,0,20,181.08,42.61,0,0,137.58,142.02,0,347.07,347.96,458.38,0,0,0,0,0,0,423.4,0,0,538.8,0,0,0,0,223.69,35.51,0,0,0,0,31.96,0,0,0,0,0,0,0,399.17,75.4,0,0,0,0,195.15,278.53,0,0,0,0,0,0,0,20.000008,180.95,42.58,0,0,137.49,141.93,0,346.83,350.356482,458.06,0,0,0,0,0,0,423.12,0,0,538.43,0,0,0,0,223.53,35.48,0,0,0,0,31.93,0,0,0,3876.29,3878.93,3878.93,94734.28,94810.58,94810.66
0,0,0,0,398.52,75.28,0,0,0,0,194.83,278.08,0,0,0,0,0,0,0,20,180.66,42.51,0,0,137.27,141.69,0,346.27,347.15,457.32,0,0,0,0,0,0,422.43,0,0,537.55,0,0,0,0,223.17,35.42,0,0,0,0,31.88,0,0,0,0,0,0,0,398.35,75.24,0,0,0,0,194.75,277.96,0,0,0,0,0,0,0,20,180.59,42.49,0,0,137.21,141.64,0,346.12,347.01,457.13,0,0,0,0,0,0,422.25,0,0,537.33,0,0,0,0,223.08,35.41,0,0,0,0,31.87,0,0,0,0,0,0,0,398.52,75.28,0,0,0,0,194.83,278.08,0,0,0,0,0,0,0,20,180.66,42.51,0,0,137.27,141.69,0,346.27,347.15,457.32,0,0,0,0,0,0,422.43,0,0,537.55,0,0,0,0,223.17,33.807428,0,0,0,0,31.88,0,0,0,3870.03,3868.41,3868.41,94553.57,94506.93,94507.25
0,0,0,0,398.52,75.28,0,0,0,0,194.83,278.08,0,0,0,0,0,0,0,20,180.66,42.51,0,0,137.27,141.69,0,346.27,347.15,457.32,0,0,0,0,0,0,422.43,0,0,537.55,0,0,0,0,223.17,35.42,0,0,0,0,31.88,0,0,0,0,0,0,0,398.71,75.31,0,0,0,0,194.92,278.21,0,0,0,0,0,0,0,20,180.75,42.53,0,0,137.33,141.76,0,346.43,347.32,457.54,0,0,0,0,0,0,422.63,0,0,537.81,0,0,0,0,223.28,35.44,0,0,0,0,31.9,0,0,0,0,0,0,0,400.349105,75.28,0,0,0,0,194.83,278.08,0,0,0,0,0,0,0,20.000008,180.66,42.51,0,0,137.27,141.69,0,346.27,347.15146,457.32,0,0,0,0,0,0,422.43,0,0,537.55,0,0,0,0,223.17,35.42,0,0,0,0,31.88,0,0,0,3870.03,3871.86,3871.86,94553.57,94606.48,94606.51
0,0,0,0,397.52,75.09,0,0,0,0,194.35,277.38,0,0,0,0,0,0,0,20,180.21,42.4,0,0,136.93,141.34,0,345.41,346.29,456.18,0,0,0,0,0,0,421.38,0,0,536.21,0,0,0,0,222.61,35.34,0,0,0,0,31.8,0,0,0,0,0,0,0,397.34,75.05,0,0,0,0,194.25,277.25,0,0,0,0,0,0,0,20,180.13,42.38,0,0,136.86,141.28,0,345.24,346.13,455.97,0,0,0,0,0,0,421.18,0,0,535.97,0,0,0,0,222.51,35.32,0,0,0,0,31.79,0,0,0,0,0,0,0,397.52,75.09,0,0,0,0,194.35,277.38,0,0,0,0,0,0,0,20,180.21,42.4,0,0,135.139303,141.34,0,345.41,346.29,456.18,0,0,0,0,0,0,421.38,0,0,536.21,0,0,0,0,222.61,35.34,0,0,0,0,31.8,0,0,0,3860.44,3858.65,3858.65,94276.95,94225.44,94225.54
0,0,0,0,397.52,75.09,0,0,0,0,194.35,277.38,0,0,0,0,0,0,0,20,180.21,42.4,0,0,136.93,141.34,0,345.41,346.29,456.18,0,0,0,0,0,0,421.38,0,0,536.21,0,0,0,0,222.61,35.34,0,0,0,0,31.8,0,0,0,0,0,0,0,397.39,75.06,0,0,0,0,194.28,277.29,0,0,0,0,0,0,0,20,180.15,42.39,0,0,136.88,141.29,0,345.29,346.17,456.03,0,0,0,0,0,0,421.23,0,0,536.04,0,0,0,0,222.54,35.32,0,0,0,0,31.79,0,0,0,0,0,0,0,397.52,75.09,0,0,0,0,194.34622,277.38,0,0,0,0,0,0,0,20,180.21,42.4,0,0,135.649303,141.34,0,345.41,346.29,456.18,0,0,0,0,0,0,421.38,0,0,536.21,0,0,0,0,222.61,35.34,0,0,0,0,31.8,0,0,0,3860.44,3859.16,3859.16,94276.95,94240.14,94240.19
0,0,0,0,396.71,74.94,0,0,0,0,193.95,276.82,0,0,0,0,0,0,0,20,179.84,42.32,0,0,136.65,141.05,0,344.7,345.58,455.25,0,0,0,0,0,0,420.52,0,0,535.12,0,0,0,0,222.16,35.26,0,0,0,0,31.74,0,0,0,0,0,0,0,396.68,74.93,0,0,0,0,193.93,276.8,0,0,0,0,0,0,0,20,179.83,42.31,0,0,136.63,141.04,0,344.67,345.55,455.21,0,0,0,0,0,0,420.48,0,0,535.08,0,0,0,0,222.14,35.26,0,0,0,0,31.73,0,0,0,0,0,0,0,396.71,74.609476,0,0,0,0,193.95,276.82,0,0,0,0,0,0,0,20,179.84,42.32,0,0,136.65,141.05,0,344.7,345.58,455.25,0,0,0,0,0,0,420.52,0,0,535.12,0,0,0,0,222.16,35.26,0,0,0,0,31.74,0,0,0,3852.62,3852.29,3852.29,94051.52,94042.13,94042.13
